ID,FIELD MNEMONIC,FIELD DESCRIPTION,FIELD DEFINITION,UNITS,FREQUENCY,PILLAR,THEME,HISTORY,Created,YEAR,Dashboard
SA785,CEO_PAY_RATIO_AVG,CEO or Equivalent Pay Ratio (Average Employee),"The as-reported ratio of CEO or equivalent to average employee annual compensation. 
When the data is not disclosed directly by the company, the field is calculated based on Average Employee Compensation (SA787, CEO_PAY_RATIO_AVG_EMPL_COMP) and CEO or Equivalent Total Compensation (SA788, CEO_PAY_RATIO_CEO_COMP).",Ratio,Annual,Governance,Compensation,From 2015,45434,current,N.A.
SA786,CEO_PAY_RATIO_MED_EMPL_COMP,CEO Pay Ratio Median Employee Compensation,"The as-reported total median employee compensation used in the CEO or the equivalent pay ratio calculation. Please refer to this field in conjunction with CEO or Equivalent to Median Employee Pay Ratio (SA784, CEO_PAY_RATIO_MEDIAN) for a complete picture on the calculation. 
When the data is not disclosed directly by the company, the field is calculated based on CEO or Equivalent to Median Employee Pay Ratio (SA784, CEO_PAY_RATIO_MEDIAN) and CEO or Equivalent Total Compensation (SA788, CEO_PAY_RATIO_CEO_COMP).",Reporting Currency,Annual,Governance,Compensation,From 2015,45434,current,N.A.
SA787,CEO_PAY_RATIO_AVG_EMPL_COMP,CEO Pay Ratio Average Employee Compensation,"The as-reported total average employee compensation used in CEO or the equivalent the pay ratio calculation. Please refer to this field in conjunction with CEO or Equivalent to Average Employee Pay Ratio (SA785, CEO_PAY_RATIO_AVG) for a complete picture on the calculation. 
When the data is not disclosed directly by the company, the field is calculated based on CEO or Equivalent to Average Employee Pay Ratio (SA785, CEO_PAY_RATIO_AVG) and CEO or Equivalent Total Compensation (SA788, CEO_PAY_RATIO_CEO_COMP).",Reporting Currency,Annual,Governance,Compensation,From 2015,45434,current,N.A.
SA788,CEO_PAY_RATIO_CEO_COMP,CEO Pay Ratio CEO or Equivalent Total Comp,"The as-reported total CEO compensation used in the CEO or the equivalent pay ratio calculation. It may differ from the total amount of compensation the company paid to the CEO or the equivalent (CG001, TOT_COMP_AW_TO_CEO_&_EQUIV). Please refer to this field in conjunction with CEO or Equivalent to Median Employee Pay Ratio (SA784, CEO_PAY_RATIO_MEDIAN) or CEO or Equivalent to Average Pay Ratio (SA785, CEO_PAY_RATIO_AVG) for a complete picture on the calculation.
When the data is not disclosed directly by the company, the field is calculated based on CEO or Equivalent to Median Employee Pay Ratio (SA784, CEO_PAY_RATIO_MEDIAN)/CEO or Equivalent to Average Employee Pay Ratio (SA785, CEO_PAY_RATIO_AVG) and Median Employee Compensation (SA786, CEO_PAY_RATIO_MED_EMPL_COMP)/Average Employee Compensation (SA787, CEO_PAY_RATIO_AVG_EMPL_COMP).",Reporting Currency,Annual,Governance,Compensation,From 2015,45434,current,N.A.
SA789,EU_TAX_ALIGNED_MIT_OPEX_PCT,EU Taxonomy Aligned Mitigation Opex Percent,"Percentage of operating expenditures (OPEX) made by the company that passes the relevant European Union (EU) taxonomy technical screening criteria for climate change mitigation and is therefore EU taxonomy aligned. The criteria are sector specific and outlined in the technical annex report on the EU Taxonomy, as appointed by the European commission. This figure is defined by the company and not calculated by Bloomberg.",Percentage,Annual,Environmental,Climate Change,From 2019,45465,current,N.A.
SA790,EU_TAX_ALIGNED_MIT_OPEX_AMT,EU Taxonomy Aligned Mitigation Opex Amount,"Amount of operating expenditures (OPEX) made by the company that passes the relevant European Union (EU) taxonomy technical screening criteria for climate change mitigation and is therefore EU taxonomy aligned. Value displayed is in millions of the company's reporting currency. The criteria are sector specific and outlined in the technical annex report on the EU Taxonomy, as appointed by the European commission. This figure is defined by the company and not calculated by Bloomberg.",Millions,Annual,Environmental,Climate Change,From 2019,45465,current,N.A.
SA791,EU_TAX_ALIGNED_ADP_OPEX_PCT,EU Taxonomy Aligned Adaptation Opex Percent,"Percentage of OPEX (operating expenditures) made by the company that passes the relevant European Union (EU) taxonomy technical screening criteria for climate change adaptation and is therefore EU taxonomy aligned. The criteria are sector specific and outlined in the technical annex report on the EU Taxonomy, as appointed by the European commission. This figure is defined by the company and not calculated by Bloomberg.",Percentage,Annual,Environmental,Climate Change,From 2019,45465,current,N.A.
SA792,EU_TAX_ALIGNED_ADP_OPEX_AMT,EU Taxonomy Aligned Adaptation Opex Amount,"Amount of OPEX (operating expenditures) made by the company that passes the relevant European Union (EU) taxonomy technical screening criteria for climate change adaptation and is therefore EU taxonomy aligned. Value displayed is in millions of the company's reporting currency. The criteria are sector specific and outlined in the technical annex report on the EU Taxonomy, as appointed by the European commission. This figure is defined by the company and not calculated by Bloomberg.",Millions,Annual,Environmental,Climate Change,From 2019,45465,current,N.A.
SA793,EU_TAX_ALIGNED_WATER_OPEX_PCT,EU Taxonomy Aligned Water Opex Percent,"Percentage of Operating Expenditures (Opex) made by the company that passes the relevant European Union (EU) taxonomy technical screening criteria for water and is therefore EU taxonomy aligned. The criteria are sector specific and outlined in the technical annex report on the EU Taxonomy, as appointed by the European commission. This figure is defined by the company and not calculated by Bloomberg.",Percentage,Annual,Environmental,Water Management,From 2015,45558,current,N.A.
SA795,EU_TAX_ALIGNED_WASTE_OPEX_PCT,EU Taxonomy Aligned Waste Opex Percent,"Percentage of operating expenditures (OPEX) made by the company that passes the relevant European Union (EU) taxonomy technical screening criteria for waste and is therefore EU taxonomy aligned. The criteria are sector specific and outlined in the technical annex report on the EU Taxonomy, as appointed by the European commission. This figure is defined by the company and not calculated by Bloomberg.",Percentage,Annual,Environmental,Waste Management,From 2015,45558,current,N.A.
SA797,EU_TAX_ALIGNED_POLLUT_OPEX_PCT,EU Taxonomy Aligned Pollution Opex Percent,"Percentage of operating expenditures (OPEX) made by the company that passes the relevant European Union (EU) taxonomy technical screening criteria for pollution prevention and is therefore EU taxonomy aligned. The criteria are sector specific and outlined in the technical annex report on the EU Taxonomy, as appointed by the European commission. This figure is defined by the company and not calculated by Bloomberg.",Percentage,Annual,Environmental,Natural Capital & Biodiversity,From 2015,45558,current,N.A.
SA799,EU_TAX_ALIGNED_BIODIV_OPEX_PCT,EU Taxonomy Aligned Biodiversity Opex Percent,"Percentage of operating expenditures (OPEX) made by the company that passes the relevant European Union (EU) taxonomy technical screening criteria for biodiversity and is therefore EU taxonomy aligned. The criteria are sector specific and outlined in the technical annex report on the EU Taxonomy, as appointed by the European commission. This figure is defined by the company and not calculated by Bloomberg.",Percentage,Annual,Environmental,Natural Capital & Biodiversity,From 2015,45558,current,N.A.
SA801,EU_TAX_DNSH_REPORTED,EU Taxonomy DNSH Reported,"Indicates whether the company has explicitly disclosed that its EU Taxonomy-aligned business activities pass the Do No Significant Harm (DNSH) criteria. Y indicates that the company has undertaken a full assessment of the DNSH criteria with passing results, or that they report passing DNSH criteria using the Template for the KPIs of Non-financial Undertakings from Annex II of the Commission Delegated Regulation (EU) 2021/2178. N indicates that the company has not explicitly disclosed any such efforts of passing the Do No Significant Harm (DNSH) criteria or that they have disclosed that Taxonomy-aligned activities do not pass DNSH criteria.

The EU Taxonomy is a glossary by the European Union that defines Paris agreement-aligned performance criteria over a set of economic activities. DNSH Criteria check that an economic activity which substantially contributes to one of the six environmental objectives does no significant harm to any of the remaining environmental objectives. For more details on the field methodology, please refer to the detailed EU Taxonomy methodology document.",Y/N,Annual,Environmental,Climate Change,From 2019,45465,current,N.A.
SA802,EU_TAX_EN_REV_PCT,EU Taxonomy Enabling Revenue Percent,"Provides the percentage of revenue/turnover generated by the company through enabling activities that pass the relevant European Union (EU) Taxonomy technical screening criteria and is therefore taxonomy aligned. The criteria are sector specific and outlined in the technical annex report on the EU Taxonomy, as appointed by the European commission.

This figure is defined by the company and not calculated by Bloomberg.

The EU Taxonomy is a glossary that defines Paris agreement-aligned performance criteria over a set of economic activities.",Percentage,Annual,Environmental,Climate Change,From 2019,45465,current,N.A.
SA803,EU_TAX_EN_REV_AMT,EU Taxonomy Enabling Revenue Amount,"Provides the amount of revenue/turnover generated by the company through enabling activities that pass the relevant European Union (EU) Taxonomy technical screening criteria and is therefore taxonomy aligned. The criteria are sector specific and outlined in the technical annex report on the EU Taxonomy, as appointed by the European commission.

Value displayed is in millions of the company's reporting currency.

This figure is defined by the company and not calculated by Bloomberg.

The EU Taxonomy is a glossary that defines Paris agreement-aligned performance criteria over a set of economic activities.",Millions,Annual,Environmental,Climate Change,From 2019,45465,current,N.A.
SA804,EU_TAX_TR_REV_PCT,EU Taxonomy Transitional Revenue Percent,"Provides the percentage of revenue/turnover generated by the company through transitional activities that pass the relevant European Union (EU) Taxonomy technical screening criteria and is therefore taxonomy aligned. The criteria are sector specific and outlined in the technical annex report on the EU Taxonomy, as appointed by the European commission.

This figure is defined by the company and not calculated by Bloomberg.

The EU Taxonomy is a glossary that defines Paris agreement-aligned performance criteria over a set of economic activities.",Percentage,Annual,Environmental,Climate Change,From 2019,45465,current,N.A.
